Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-2593-02;BR017-1975;Keizersdijk;4941GD; Keizersdijk 89 Raamsdonksveer; Keizersdijk;89;;Keizersdijk 89;4941GD;17;1975;NL-0834-750017;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw toilettengroep annex wasgelegenheid  Keizersdijk 89 4941GD Raamsdonksveer 29-1-1975;1975.01.29;Bouw toilettengroep annex wasgelegenheid;Bouwvergunning Bouw toilettengroep annex wasgelegenheid  Keizersdijk 89 4941GD Raamsdonksveer 29-1-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw toilettengroep annex wasgelegenheid;NL 0834;2010;K50771752;15,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2594-01;BR018-1975;Obrechthof;; Obrechthof  Raamsdonksveer; Obrechthof;;;Obrechthof;;18;1975;NL-0834-750018;Beschikking;Bouwvergunning Beschikking Bouw landhuis met garage  Obrechthof   Raamsdonksveer 5-2-1975;1975.02.05;Bouw landhuis met garage;Bouwvergunning Bouw landhuis met garage  Obrechthof   Raamsdonksveer 5-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw landhuis met garage;NL 0834;2010;K50771752;4,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2594-02;BR018-1975;Obrechthof;; Obrechthof  Raamsdonksveer; Obrechthof;;;Obrechthof;;18;1975;NL-0834-750018;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw landhuis met garage  Obrechthof   Raamsdonksveer 5-2-1975;1975.02.05;Bouw landhuis met garage;Bouwvergunning Bouw landhuis met garage  Obrechthof   Raamsdonksveer 5-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw landhuis met garage;NL 0834;2010;K50771752;147,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2594-03;BR018-1975;Obrechthof;; Obrechthof  Raamsdonksveer; Obrechthof;;;Obrechthof;;18;1975;NL-0834-750018;Overige documenten;Bouwvergunning Overige documenten Bouw landhuis met garage  Obrechthof   Raamsdonksveer 5-2-1975;1975.02.05;Bouw landhuis met garage;Bouwvergunning Bouw landhuis met garage  Obrechthof   Raamsdonksveer 5-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw landhuis met garage;NL 0834;2010;K50771752;6,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2595-01;BR020-1975;Brahmsstraat;4941AG; Brahmsstraat 3 Raamsdonksveer; Brahmsstraat;3;;Brahmsstraat 3;4941AG;20;1975;NL-0834-750020;Beschikking;"Bouwvergunning Beschikking Verbouwen kleuterschool ""De Belhamel""  Brahmsstraat 3 4941AG Raamsdonksveer 29-1-1975";1975.01.29;"Verbouwen kleuterschool ""De Belhamel""";"Bouwvergunning Verbouwen kleuterschool ""De Belhamel""  Brahmsstraat 3 4941AG Raamsdonksveer 29-1-1975";Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;"Beschikking Verbouwen kleuterschool ""De Belhamel""";NL 0834;2010;K50771752;2,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2595-02;BR020-1975;Brahmsstraat;4941AG; Brahmsstraat 3 Raamsdonksveer; Brahmsstraat;3;;Brahmsstraat 3;4941AG;20;1975;NL-0834-750020;Tekening ( technisch );"Bouwvergunning Tekening ( technisch ) Verbouwen kleuterschool ""De Belhamel""  Brahmsstraat 3 4941AG Raamsdonksveer 29-1-1975";1975.01.29;"Verbouwen kleuterschool ""De Belhamel""";"Bouwvergunning Verbouwen kleuterschool ""De Belhamel""  Brahmsstraat 3 4941AG Raamsdonksveer 29-1-1975";Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;"Tekeningen Verbouwen kleuterschool ""De Belhamel""";NL 0834;2010;K50771752;37,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2596-01;BR021-1975;Keizersveer;4941 TC; Keizersveer 3 Raamsdonksveer; Keizersveer;3;;Keizersveer 3;4941 TC;21;1975;NL-0834-750021;Beschikking;Bouwvergunning Beschikking Verbouwen legeringsgebouw Pontonnierskazerne  Keizersveer 3  Raamsdonksveer 29-1-1975;1975.01.29;Verbouwen legeringsgebouw Pontonnierskazerne;Bouwvergunning Verbouwen legeringsgebouw Pontonnierskazerne  Keizersveer 3  Raamsdonksveer 29-1-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen legeringsgebouw Pontonnierskazerne;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2596-02;BR021-1975;Keizersveer;4941 TC; Keizersveer 3 Raamsdonksveer; Keizersveer;3;;Keizersveer 3;4941 TC;21;1975;NL-0834-750021;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen legeringsgebouw Pontonnierskazerne  Keizersveer 3  Raamsdonksveer 29-1-1975;1975.01.29;Verbouwen legeringsgebouw Pontonnierskazerne;Bouwvergunning Verbouwen legeringsgebouw Pontonnierskazerne  Keizersveer 3  Raamsdonksveer 29-1-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen legeringsgebouw Pontonnierskazerne;NL 0834;2010;K50771752;129,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2597-01;BR022-1975;Molenstraat;4944AC; Molenstraat 2b Raamsdonk; Molenstraat;2b;;Molenstraat 2b;4944AC;22;1975;NL-0834-750022;Beschikking;Bouwvergunning Beschikking Verbouwen woning  Molenstraat 2b 4944AC Raamsdonk 5-2-1975;1975.02.05;Verbouwen woning;Bouwvergunning Verbouwen woning  Molenstraat 2b 4944AC Raamsdonk 5-2-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning;NL 0834;2010;K50771752;3,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2597-02;BR022-1975;Molenstraat;4944AC; Molenstraat 2b Raamsdonk; Molenstraat;2b;;Molenstraat 2b;4944AC;22;1975;NL-0834-750022;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning  Molenstraat 2b 4944AC Raamsdonk 5-2-1975;1975.02.05;Verbouwen woning;Bouwvergunning Verbouwen woning  Molenstraat 2b 4944AC Raamsdonk 5-2-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning;NL 0834;2010;K50771752;18,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2598-01;BR023-1975;Bartoklaan;4941WH; Bartoklaan 4 Raamsdonksveer; Bartoklaan;4;;Bartoklaan 4;4941WH;23;1975;NL-0834-750023;Beschikking;Bouwvergunning Beschikking Bouw sierduivenhok en erfafscheiding  Bartoklaan 4 4941WH Raamsdonksveer 5-2-1975;1975.02.05;Bouw sierduivenhok en erfafscheiding;Bouwvergunning Bouw sierduivenhok en erfafscheiding  Bartoklaan 4 4941WH Raamsdonksveer 5-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw sierduivenhok en erfafscheiding;NL 0834;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2598-02;BR023-1975;Bartoklaan;4941WH; Bartoklaan 4 Raamsdonksveer; Bartoklaan;4;;Bartoklaan 4;4941WH;23;1975;NL-0834-750023;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw sierduivenhok en erfafscheiding  Bartoklaan 4 4941WH Raamsdonksveer 5-2-1975;1975.02.05;Bouw sierduivenhok en erfafscheiding;Bouwvergunning Bouw sierduivenhok en erfafscheiding  Bartoklaan 4 4941WH Raamsdonksveer 5-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw sierduivenhok en erfafscheiding;NL 0834;2010;K50771752;9,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2599-01;BR024-1975;Lijsterbesstraat;4941KR; Lijsterbesstraat 46 Raamsdonksveer; Lijsterbesstraat;46;;Lijsterbesstraat 46;4941KR;24;1975;NL-0834-750024;Beschikking;Bouwvergunning Beschikking Verbouwen woning en aanbouwen keuken  Lijsterbesstraat 46 4941KR Raamsdonksveer 5-2-1975;1975.02.05;Verbouwen woning en aanbouwen keuken;Bouwvergunning Verbouwen woning en aanbouwen keuken  Lijsterbesstraat 46 4941KR Raamsdonksveer 5-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning en aanbouwen keuken;NL 0834;2010;K50771752;4,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2599-02;BR024-1975;Lijsterbesstraat;4941KR; Lijsterbesstraat 46 Raamsdonksveer; Lijsterbesstraat;46;;Lijsterbesstraat 46;4941KR;24;1975;NL-0834-750024;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning en aanbouwen keuken  Lijsterbesstraat 46 4941KR Raamsdonksveer 5-2-1975;1975.02.05;Verbouwen woning en aanbouwen keuken;Bouwvergunning Verbouwen woning en aanbouwen keuken  Lijsterbesstraat 46 4941KR Raamsdonksveer 5-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning en aanbouwen keuken;NL 0834;2010;K50771752;15,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2600-01;BR025-1975;Lageweg;; Lageweg  Raamsdonk; Lageweg;;;Lageweg;;25;1975;NL-0834-750025;Beschikking;Bouwvergunning Beschikking Bouw ligboxenstal en hangar  Lageweg   Raamsdonk 5-2-1975;1975.02.05;Bouw ligboxenstal en hangar;Bouwvergunning Bouw ligboxenstal en hangar  Lageweg   Raamsdonk 5-2-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw ligboxenstal en hangar;NL 0834;2010;K50771752;5,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2600-02;BR025-1975;Lageweg;; Lageweg  Raamsdonk; Lageweg;;;Lageweg;;25;1975;NL-0834-750025;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw ligboxenstal en hangar  Lageweg   Raamsdonk 5-2-1975;1975.02.05;Bouw ligboxenstal en hangar;Bouwvergunning Bouw ligboxenstal en hangar  Lageweg   Raamsdonk 5-2-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw ligboxenstal en hangar;NL 0834;2010;K50771752;59,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2600-03;BR025-1975;Lageweg;; Lageweg  Raamsdonk; Lageweg;;;Lageweg;;25;1975;NL-0834-750025;Overige documenten;Bouwvergunning Overige documenten Bouw ligboxenstal en hangar  Lageweg   Raamsdonk 5-2-1975;1975.02.05;Bouw ligboxenstal en hangar;Bouwvergunning Bouw ligboxenstal en hangar  Lageweg   Raamsdonk 5-2-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw ligboxenstal en hangar;NL 0834;2010;K50771752;14,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2601-01;BR026-1975;Oranjestraat;4941 JP; Oranjestraat 1a Raamsdonksveer; Oranjestraat;1a;;Oranjestraat 1a;4941 Jp;26;1975;NL-0834-750026;Beschikking;Bouwvergunning Beschikking Verbouwen woning  Oranjestraat 1a  Raamsdonksveer 19-2-1975;1975.02.19;Verbouwen woning;Bouwvergunning Verbouwen woning  Oranjestraat 1a  Raamsdonksveer 19-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning;NL 0834;2010;K50771752;4,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2601-02;BR026-1975;Oranjestraat;4941 JP; Oranjestraat 1a Raamsdonksveer; Oranjestraat;1a;;Oranjestraat 1a;4941 JP;26;1975;NL-0834-750026;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning  Oranjestraat 1a  Raamsdonksveer 19-2-1975;1975.02.19;Verbouwen woning;Bouwvergunning Verbouwen woning  Oranjestraat 1a  Raamsdonksveer 19-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning;NL 0834;2010;K50771752;32,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2602-01;BR027-1975;Ravelstraat;; Ravelstraat  Raamsdonksveer; Ravelstraat;;;Ravelstraat ;;27;1975;NL-0834-750027;Beschikking;Bouwvergunning Beschikking Bouw stalling - berging  Ravelstraat 42430  Raamsdonksveer 5-2-1975;1975.02.05;Bouw stalling - berging;Bouwvergunning Bouw stalling - berging  Ravelstraat   Raamsdonksveer 5-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw stalling - berging;NL 0834;2010;K50771752;3,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2602-02;BR027-1975;Ravelstraat;; Ravelstraat  Raamsdonksveer; Ravelstraat;;;Ravelstraat ;;27;1975;NL-0834-750027;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw stalling - berging  Ravelstraat 42430  Raamsdonksveer 5-2-1975;1975.02.05;Bouw stalling - berging;Bouwvergunning Bouw stalling - berging  Ravelstraat  Raamsdonksveer 5-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw stalling - berging;NL 0834;2010;K50771752;2,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2603-01;BR028-1975;Ranonkelstraat;; Ranonkelstraat  Raamsdonksveer; Ranonkelstraat;;;Ranonkelstraat;;28;1975;NL-0834-750028;Beschikking;Bouwvergunning Beschikking Bouw dubbele woning   Ranonkelstraat   Raamsdonksveer 19-2-1975;1975.02.19;Bouw dubbele woning ;Bouwvergunning Bouw dubbele woning   Ranonkelstraat   Raamsdonksveer 19-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw dubbele woning ;NL 0834;2010;K50771752;14,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2603-02;BR028-1975;Ranonkelstraat;; Ranonkelstraat  Raamsdonksveer; Ranonkelstraat;;;Ranonkelstraat;;28;1975;NL-0834-750028;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw dubbele woning   Ranonkelstraat   Raamsdonksveer 19-2-1975;1975.02.19;Bouw dubbele woning ;Bouwvergunning Bouw dubbele woning   Ranonkelstraat   Raamsdonksveer 19-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw dubbele woning ;NL 0834;2010;K50771752;57,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2603-03;BR028-1975;Ranonkelstraat;; Ranonkelstraat  Raamsdonksveer; Ranonkelstraat;;;Ranonkelstraat;;28;1975;NL-0834-750028;Overige documenten;Bouwvergunning Overige documenten Bouw dubbele woning   Ranonkelstraat   Raamsdonksveer 19-2-1975;1975.02.19;Bouw dubbele woning ;Bouwvergunning Bouw dubbele woning   Ranonkelstraat   Raamsdonksveer 19-2-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw dubbele woning ;NL 0834;2010;K50771752;5,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2604-01;BR029-1975;Sonplein;4941AM;Simon van Sonplein 14 Raamsdonksveer;Simon van Sonplein;14;Simon van;Simon van Sonplein 14;4941AM;29;1975;NL-0834-750029;Beschikking;Bouwvergunning Beschikking Bouw garage Simon van Sonplein 14 4941AM Raamsdonksveer 5-3-1975;1975.03.05;Bouw garage;Bouwvergunning Bouw garage Simon van Sonplein 14 4941AM Raamsdonksveer 5-3-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage;NL 0834;2010;K50771752;5,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2604-02;BR029-1975;Sonplein;4941AM;Simon van Sonplein 14 Raamsdonksveer;Simon van Sonplein;14;Simon van;Simon van Sonplein 14;4941AM;29;1975;NL-0834-750029;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage Simon van Sonplein 14 4941AM Raamsdonksveer 5-3-1975;1975.03.05;Bouw garage;Bouwvergunning Bouw garage Simon van Sonplein 14 4941AM Raamsdonksveer 5-3-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage;NL 0834;2010;K50771752;10,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2605-01;BR031-1975;Haven;4941DJ; Haven 110 Raamsdonksveer; Haven;110;;Haven 110;4941DJ;31;1975;NL-0834-750031;Beschikking;Bouwvergunning Beschikking Maken toilet en doucheruimte   Haven 110  Raamsdonksveer 5-3-1975;1975.03.05;Maken toilet en doucheruimte ;Bouwvergunning Maken toilet en doucheruimte   Haven 110  Raamsdonksveer 5-3-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Maken toilet en doucheruimte ;NL 0834;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2605-02;BR031-1975;Haven;4941DJ; Haven 110 Raamsdonksveer; Haven;110;;Haven 110;4941DJ;31;1975;NL-0834-750031;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Maken toilet en doucheruimte   Haven 110  Raamsdonksveer 5-3-1975;1975.03.05;Maken toilet en doucheruimte ;Bouwvergunning Maken toilet en doucheruimte   Haven 110  Raamsdonksveer 5-3-1975;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Maken toilet en doucheruimte ;NL 0834;2010;K50771752;3,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2606-01;BR032-1975;Hertogenstraat;; Hertogenstraat  Raamsdonk; Hertogenstraat;;;Hertogenstraat;;32;1975;NL-0834-750032;Beschikking;Bouwvergunning Beschikking Bouw 17 woningen met garage / bergingen  Hertogenstraat   Raamsdonk 19-2-1975;1975.02.19;Bouw 17 woningen met garage / bergingen;Bouwvergunning Bouw 17 woningen met garage / bergingen  Hertogenstraat   Raamsdonk 19-2-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 17 woningen met garage / bergingen;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2606-02;BR032-1975;Hertogenstraat;; Hertogenstraat  Raamsdonk; Hertogenstraat;;;Hertogenstraat;;32;1975;NL-0834-750032;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 17 woningen met garage / bergingen  Hertogenstraat   Raamsdonk 19-2-1975;1975.02.19;Bouw 17 woningen met garage / bergingen;Bouwvergunning Bouw 17 woningen met garage / bergingen  Hertogenstraat   Raamsdonk 19-2-1975;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 17 woningen met garage / bergingen;NL 0834;2010;K50771752;203,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
