Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;1993.01.07;NL-0834-931001;GDB-9248-01;GDB-9248-01
GDB-9298-01;;;4942 EC;Anna Bijnsplein 1 Raamsdonksveer;;;;;;;;NL-0834-941010;Beschikking;Melding beschikking oprichten tuinhuisje Anna Bijnsplein 1 Raamsdonksveer 10-3-1994;1994.03.10;oprichten tuinhuisje Anna Bijnsplein 1 Raamsdonksveer 10-3-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;fdd445330a58002dfba5886887ac21cc17d07154;;SHA-1;Niet vertrouwelijk ;;1994.03.10;NL-0834-941010;GDB-9298-02;GDB-9298-02
GDB-9298-02;;;4942 EC;Anna Bijnsplein 1 Raamsdonksveer;;;;;;;;NL-0834-941010;Tekening (technisch);Melding tekening oprichten tuinhuisje Anna Bijnsplein 1 Raamsdonksveer 10-3-1994;1994.03.10;oprichten tuinhuisje Anna Bijnsplein 1 Raamsdonksveer 10-3-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;26efbc9bc59667a4652862855d3d759e4b8843f3;;SHA-1;Niet vertrouwelijk ;;1994.03.10;NL-0834-941011;GDB-9299-01;GDB-9299-01
GDB-9299-01;;;4942 EC;Anna Bijnsplein 2 Raamsdonksveer;;;;;;;;NL-0834-941011;Beschikking;Melding beschikking oprichten tuinhuisje Anna Bijnsplein 2 Raamsdonksveer 10-3-1994;1994.03.10;oprichten tuinhuisje Anna Bijnsplein 1 Raamsdonksveer 10-3-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;5707aec745bde0a6b3085e87db3d7e4587b9a526;;SHA-1;Niet vertrouwelijk ;;1994.03.10;NL-0834-941011;GDB-9299-02;GDB-9299-02
GDB-9299-02;;;4942 EC;Anna Bijnsplein 2 Raamsdonksveer;;;;;;;;NL-0834-941011;Tekening (technisch);Melding tekening oprichten tuinhuisje Anna Bijnsplein 2 Raamsdonksveer 10-3-1994;1994.03.10;oprichten tuinhuisje Anna Bijnsplein 1 Raamsdonksveer 10-3-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;81a6461e48ff581ad06047bb064a4777f6bf4c7e;;SHA-1;Niet vertrouwelijk ;;1994.03.22;NL-0834-941012;GDB-9300-01;GDB-9300-01
GDB-9300-01;;;4942 DH;Constantijn Huijgensstraat Raamsdonksveer;;;;;;;;NL-0834-941012;Beschikking;Melding beschikking plaatsen dakkapel Constantijn Huijgensstraat 9 Raamsdonksveer 22-03-1994;1994.03.22; plaatsen dakkapel Constantijn Huijgensstraat 9 Raamsdonksveer 22-03-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;aa64db09950dc0bb53ebe734b59ba9dc99f021a4;;SHA-1;Niet vertrouwelijk ;;1994.03.22;NL-0834-941012;GDB-9300-02;GDB-9300-02
GDB-9300-02;;;4942 DH;Constantijn Huijgensstraat Raamsdonksveer;;;;;;;;NL-0834-941012;Tekening (technisch);Melding tekening plaatsen dakkapel Constantijn Huijgensstraat 9 Raamsdonksveer 22-03-1994;1994.03.22; plaatsen dakkapel Constantijn Huijgensstraat 9 Raamsdonksveer 22-03-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;940fa00f7a0b6312680a9e4e2c75eed15e097c80;;SHA-1;Niet vertrouwelijk ;;1994.03.22;NL-0834-941013;GDB-9301-01;GDB-9301-01
GDB-9301-01;;;4941 HZ;Block 43 Raamsdonksveer;;;;;;;;NL-0834-941013;Beschikking;Melding beschikking oprichten serre Block 43 Raamsdonksveer 22-03-1994;1994.03.22;oprichten serre Block 43 Raamsdonksveer 22-03-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;157a27348219a2aea2044c79bdf7ad887e8c112a;;SHA-1;Niet vertrouwelijk ;;1994.03.22;NL-0834-941013;GDB-9301-02;GDB-9301-02
GDB-9301-02;;;4941 HZ;Block 43 Raamsdonksveer;;;;;;;;NL-0834-941013;Tekening (technisch);Melding tekening oprichten serre Block 43 Raamsdonksveer 22-03-1994;1994.03.22;oprichten serre Block 43 Raamsdonksveer 22-03-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;8ee5e78f878ff352105bcf0005c25e6716d40a7f;;SHA-1;Niet vertrouwelijk ;;1994.03.31;NL-0834-941014;GDB-9302-01;GDB-9302-01
GDB-9302-01;;;4942 DL;Anton van Duinkerkenstraat 31 Raamsdonksveer;;;;;;;;NL-0834-941014;Beschikking;Melding beschikking oprichten schuur Anton van Duinkerkenstraat 31 Raamsdonksveer 31-03-1994;1994.03.31;oprichten schuur Anton van Duinkerkenstraat 31 Raamsdonksveer 31-03-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;edf515e7dccd594bcd4338c37f7a71a90d14bc1b;;SHA-1;Niet vertrouwelijk ;;1994.03.31;NL-0834-941014;GDB-9302-02;GDB-9302-02
GDB-9302-02;;;4942 DL;Anton van Duinkerkenstraat 31 Raamsdonksveer;;;;;;;;NL-0834-941014;Tekening (technisch);Melding tekening oprichten schuur Anton van Duinkerkenstraat 31 Raamsdonksveer 31-03-1994;1994.03.31;oprichten schuur Anton van Duinkerkenstraat 31 Raamsdonksveer 31-03-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;3e80192cb9537eb711aa9e260f3e9dc04860a8bf;;SHA-1;Niet vertrouwelijk ;;1994.04.05;NL-0834-941015;GDB-9303-01;GDB-9303-01
GDB-9303-01;;;4941 JG;Ambachsherenlaan ong Raamsdonksveer;;;;;;;;NL-0834-941015;Beschikking;Melding beschikking oprichten tuinhuisje Ambachtsherenlaan ong Raamsdonksveer 05-4-1994;1994.04.05;oprichten tuinhuisje Ambachtsherenlaan ong Raamsdonksveer 05-4-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;2c15afdcf56f22aa90e246688af79701492bfab3;;SHA-1;Niet vertrouwelijk ;;1994.04.05;NL-0834-941015;GDB-9303-02;GDB-9303-02
GDB-9303-02;;;4941 JG;Ambachsherenlaan ong Raamsdonksveer;;;;;;;;NL-0834-941015;Tekening (technisch);Melding tekening oprichten tuinhuisje Ambachtsherenlaan ong Raamsdonksveer 05-4-1994;1994.04.05;oprichten tuinhuisje Ambachtsherenlaan ong Raamsdonksveer 05-4-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;83d06c486a3c9d1ff438aaf7450b58732f580ddc;;SHA-1;Niet vertrouwelijk ;;1994.04.26;NL-0834-941016;GDB-9304-01;GDB-9304-01
GDB-9304-01;;;4941 JG;Julianalaan 142 Raamsdonksveer;;;;;;;;NL-0834-941016;Beschikking;Melding beschikking oprichten tuinhuisje Julianalaan 142 Raamsdonksveer 26-4-1994;1994.04.26;oprichten tuinhuisje Julianalaan 142 Raamsdonksveer 26-4-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;34ea7b3997045f33da8b356024084d675bc34654;;SHA-1;Niet vertrouwelijk ;;1994.04.26;NL-0834-941016;GDB-9304-02;GDB-9304-02
GDB-9304-02;;;4941 JG;Julianalaan 142 Raamsdonksveer;;;;;;;;NL-0834-941016;Tekening (technisch);Melding tekening oprichten tuinhuisje Julianalaan 142 Raamsdonksveer 26-4-1994;1994.04.26;oprichten tuinhuisje Julianalaan 142 Raamsdonksveer 26-4-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;8c23dda49c5ae31c64123d8999f8575bd00ee2c1;;SHA-1;Niet vertrouwelijk ;;1994.04.26;NL-0834-941017;GDB-9305-01;GDB-9305-01
GDB-9305-01;;;4941 LK;Baksweer 209 Raamsdonksveer;;;;;;;;NL-0834-941017;Beschikking;Melding beschikking oprichten berging Baksweer 209 Raamsdonksveer 26-4-1994;1994.04.26;oprichten berging Baksweer 209 Raamsdonksveer 26-4-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;6a6b6a9198c530e45cdc5302a0f8b53fde95280b;;SHA-1;Niet vertrouwelijk ;;1994.04.26;NL-0834-941017;GDB-9305-02;GDB-9305-02
GDB-9305-02;;;4941 LK;Baksweer 209 Raamsdonksveer;;;;;;;;NL-0834-941017;tekening (technisch);Melding Tekening oprichten berging Baksweer 209 Raamsdonksveer 26-4-1994;1994.04.26;oprichten berging Baksweer 209 Raamsdonksveer 26-4-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;7b5f2f94ba81759d8b2111e4cb4b776e06fde202;;SHA-1;Niet vertrouwelijk ;;1994.05.10;NL-0834-941018;GDB-9306-01;GDB-9306-01
GDB-9306-01;;;4944 VM;Grvanhof 7 Raamsdonk;;;;;;;;NL-0834-941018;Beschikking;Melding beschikking plaatsen dakkapel Gravenhof 7 Raamsdonk 10-05-1994;1994.05.10;plaatsen dakkapel Gravenhof 7 Raamsdonk 10-05-1994;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;4615444cb1f52711212b0f1381f47b1f5a404e2e;;SHA-1;Niet vertrouwelijk ;;1994.05.10;NL-0834-941018;GDB-9306-02;GDB-9306-02
GDB-9306-02;;;4944 VM;Grvanhof 7 Raamsdonk;;;;;;;;NL-0834-941018;tekening (technisch);Melding tekening plaatsen dakkapel Gravenhof 7 Raamsdonk 10-05-1994;1994.05.10;plaatsen dakkapel Gravenhof 7 Raamsdonk 10-05-1994;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;7bc9183a70ded9ed6828f7597fcc6c76e1d937be;;SHA-1;Niet vertrouwelijk ;;1994.05.24;NL-0834-941019;GDB-9307-01;GDB-9307-01
GDB-9307-01;;;4941 DB;Vondellaan 21 Raamsdonksveer;;;;;;;;NL-0834-941019;Beschikking;Melding beschikking oprichten tuinhuisje Vondellaan 21 Raamsdonksveer 24-5-1994;1994.05.24;oprichten tuinhuisje Vondellaan 21 Raamsdonksveer 24-5-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;2bd31f27a7a99752d498026e98ebde4fa4e46024;;SHA-1;Niet vertrouwelijk ;;1994.05.24;NL-0834-941019;GDB-9307-02;GDB-9307-02
GDB-9307-02;;;4941 DB;Vondellaan 21 Raamsdonksveer;;;;;;;;NL-0834-941019;Tekening (technisch);Melding tekening oprichten tuinhuisje Vondellaan 21 Raamsdonksveer 24-5-1994;1994.05.24;oprichten tuinhuisje Vondellaan 21 Raamsdonksveer 24-5-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;ec2dd2b2df70147f749fd91f1af5725cb0e88fd5;;SHA-1;Niet vertrouwelijk ;;1994.06.16;NL-0834-941020;GDB-9308-01;GDB-9308-01
GDB-9308-01;;;4942 DE;P. Ketelaarstraat 26 Raamsdonksveer;;;;;;;;NL-0834-941020;Beschikking;Melding beschikking oprichten schuur P. Ketelaarstraat 26 Raamsdonksveer 16-06-1994;1994.06.16;oprichten schuur P. Ketelaarstraat 26 Raamsdonksveer 16-06-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;3591327444a17b39ed0cba8ef43c2e3d478a7cac;;SHA-1;Niet vertrouwelijk ;;1994.06.16;NL-0834-941020;GDB-9308-02;GDB-9308-02
GDB-9308-02;;;4942 DE;P. Ketelaarstraat 26 Raamsdonksveer;;;;;;;;NL-0834-941020;Tekening (technisch);Melding tekening oprichten schuur P. Ketelaarstraat 26 Raamsdonksveer 16-06-1994;1994.06.16;oprichten schuur P. Ketelaarstraat 26 Raamsdonksveer 16-06-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;5f2266655cd11aef10b072771ba1a74b48f32be3;;SHA-1;Niet vertrouwelijk ;;1994.06.16;NL-0834-941021;GDB-9309-01;GDB-9309-01
GDB-9309-01;;;4944 BZ ;Kuiperspolderke 25 Raamsdonk;;;;;;;;NL-0834-941021;Beschikking;Melding beschikking oprichten tuinhuisje Kuiperspolderke 25 Raamsdonk 16-6-1994;1994.06.16;oprichten tuinhuisje Kuiperspolderke 25 Raamsdonk 16-6-1994;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;51a0b99fb132a542206e330d2cb78c0c6ec12470;;SHA-1;Niet vertrouwelijk ;;1994.06.16;NL-0834-941021;GDB-9309-02;GDB-9309-02
GDB-9309-02;;;4944 BZ ;Kuiperspolderke 25 Raamsdonk;;;;;;;;NL-0834-941021;Tekening (technisch);Melding tekening oprichten tuinhuisje Kuiperspolderke 25 Raamsdonk 16-6-1994;1994.06.16;oprichten tuinhuisje Kuiperspolderke 25 Raamsdonk 16-6-1994;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;ed014185ed0538cb973742ee8731017f91033e5a;;SHA-1;Niet vertrouwelijk ;;1994.06.21;NL-0834-941022;GDB-9310-01;GDB-9310-01
GDB-9310-01;;;4941 KL;Hertogshoef 246 Raamsdonksveer;;;;;;;;NL-0834-941022;Beschikking;Melding beschikking oprichten serre Hertogshoef 246 Raamsdonkveer 21-6-1994;1994.06.21; oprichten serre Hertogshoef 246 Raamsdonkveer 21-6-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;7cd2ac1f77860cbd5730494aea05f146c83b3a4e;;SHA-1;Niet vertrouwelijk ;;1994.06.21;NL-0834-941022;GDB-9310-02;GDB-9310-02
GDB-9310-02;;;4941 KL;Hertogshoef 246 Raamsdonksveer;;;;;;;;NL-0834-941022;Tekening (technisch);Melding tekening oprichten serre Hertogshoef 246 Raamsdonkveer 21-6-1994;1994.06.21; oprichten serre Hertogshoef 246 Raamsdonkveer 21-6-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;63af5f2236c5ed8a8ed95f8a1fa251e00e7904ba;;SHA-1;Niet vertrouwelijk ;;1994.06.21;NL-0834-941022;GDB-9310-03;GDB-9310-03
GDB-9310-03;;;4941 KL;Hertogshoef 246 Raamsdonksveer;;;;;;;;NL-0834-941022;overige documenten;Melding overgie documenten oprichten serre Hertogshoef 246 Raamsdonkveer 21-6-1994;1994.06.21; oprichten serre Hertogshoef 246 Raamsdonkveer 21-6-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;6405ccce34e45e21796ec9111c0f66249c0295c6;;SHA-1;Niet vertrouwelijk ;;1994.06.21;NL-0834-941023;GDB-9311-01;GDB-9311-01
GDB-9311-01;;;4942 EG;Antoon Coolenstraat 17 Raamsdonksveer;;;;;;;;NL-0834-941023;Beschikking;Melding beschikking oprichten tuinhuisje Antoon Coolenstraat 17 Raamsdonksveer 21-6-1994;1994.06.21;oprichten tuinhuisje Antoon Coolenstraat 17 Raamsdonksveer 21-6-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;f1e4422964a80039ff3e229184ba6c3f43c38579;;SHA-1;Niet vertrouwelijk ;;1994.06.21;NL-0834-941023;GDB-9311-02;GDB-9311-02
GDB-9311-02;;;4942 EG;Antoon Coolenstraat 17 Raamsdonksveer;;;;;;;;NL-0834-941023;Tekening (technisch);Melding tekening  oprichten tuinhuisje Antoon Coolenstraat 17 Raamsdonksveer 21-6-1994;1994.06.21;oprichten tuinhuisje Antoon Coolenstraat 17 Raamsdonksveer 21-6-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;781e1cba2a1badbacdf305c5ee6b1f3ae4fd14b1;;SHA-1;Niet vertrouwelijk ;;1994.06.21;NL-0834-941024;GDB-9312-01;GDB-9312-01
GDB-9312-01;;;4941 LK;Baksweer 216 Raamsdonksveer;;;;;;;;NL-0834-941024;Beschikking;Melding beschikking  uitbreiding woning Baksweer 216 Raamsdonksveer 21-6-1994;1994.06.21;uitbreiding woning Baksweer 216 Raamsdonksveer 21-6-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;95e37c517c404aeb5485af87831b2f088e716c71;;SHA-1;Niet vertrouwelijk ;;1994.06.21;NL-0834-941024;GDB-9312-02;GDB-9312-02
GDB-9312-02;;;4941 LK;Baksweer 216 Raamsdonksveer;;;;;;;;NL-0834-941024;Tekening (technisch);Melding tekening  uitbreiding woning Baksweer 216 Raamsdonksveer 21-6-1994;1994.06.21;uitbreiding woning Baksweer 216 Raamsdonksveer 21-6-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;da7c9ca706f5e604b20c4df040907ca9a68b4982;;SHA-1;Niet vertrouwelijk ;;1994.06.28;NL-0834-941025;GDB-9313-01;GDB-9313-01
GDB-9313-01;;;4942 DN;P.C. Boutensstraat 2 Raamsdonksveer ;;;;;;;;NL-0834-941025;Beschikking;Melding beschikking plaatsen dakkapel P.C. Boutensstraat 2  Raamsdonksveer 28-6-1994;1994.06.28;plaatsen dakkapel P.C. Boutensstraat 2  Raamsdonksveer 28-6-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;4ffa0b612503375b9346970d40734a7418365e0e;;SHA-1;Niet vertrouwelijk ;;1994.06.28;NL-0834-941025;GDB-9313-02;GDB-9313-02
GDB-9313-02;;;4942 DN;P.C. Boutensstraat 2 Raamsdonksveer ;;;;;;;;NL-0834-941025;tekening (technisch);Melding tekening plaatsen dakkapel P.C. Boutensstraat 2  Raamsdonksveer 28-6-1994;1994.06.28;plaatsen dakkapel P.C. Boutensstraat 2  Raamsdonksveer 28-6-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;117e408ccbd83ce9cd4805bf131ab349d6c50bbf;;SHA-1;Niet vertrouwelijk ;;1994.06.28;NL-0834-941026;GDB-9314-01;GDB-9314-01
