Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie
GDB-6750-02;G002-1951;Centraleweg;4931NA;Centraleweg 1 Geertruidenberg;Centraleweg;1;;Centraleweg 1;4931NA;2;1951;NL-0779-510002;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woonhuis Centraleweg 1  Geertruidenberg 5-3-1951;1951.03.05;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis Centraleweg 1  Geertruidenberg 5-3-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woonhuis;NL 0779;2010;K50771752;17,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6751-01;G003-1951;Wilhelminaplein;4931DA;Wilhelminaplein 5 Geertruidenberg;Wilhelminaplein;5;;Wilhelminaplein 5;4931DA;3;1951;NL-0779-510003;Beschikking;Bouwvergunning Beschikking Vernieuwen afrastering Wilhelminaplein 5 4931DA Geertruidenberg 13-3-1951;1951.03.13;Vernieuwen afrastering;Bouwvergunning Vernieuwen afrastering Wilhelminaplein 5 4931DA Geertruidenberg 13-3-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen afrastering;NL 0779;2010;K50771752;2,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6751-02;G003-1951;Wilhelminaplein;4931DA;Wilhelminaplein 5 Geertruidenberg;Wilhelminaplein;5;;Wilhelminaplein 5;4931DA;3;1951;NL-0779-510003;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vernieuwen afrastering Wilhelminaplein 5 4931DA Geertruidenberg 13-3-1951;1951.03.13;Vernieuwen afrastering;Bouwvergunning Vernieuwen afrastering Wilhelminaplein 5 4931DA Geertruidenberg 13-3-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vernieuwen afrastering;NL 0779;2010;K50771752;1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6752-01;G004-1951;Venestraat ;4931BM;Venestraat  3 Geertruidenberg;Venestraat ;3;;Venestraat 3;4931BM;4;1951;NL-0779-510004;Beschikking;Bouwvergunning Beschikking Herstellen en verbeteren Marktkazerne Venestraat  3  Geertruidenberg 2-4-1951;1951.04.02;Herstellen en verbeteren Marktkazerne;Bouwvergunning Herstellen en verbeteren Marktkazerne Venestraat  3  Geertruidenberg 2-4-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herstellen en verbeteren Marktkazerne;NL 0779;2010;K50771752;15;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6752-02;G004-1951;Venestraat ;4931BM;Venestraat  3 Geertruidenberg;Venestraat ;3;;Venestraat 3;4931BM;4;1951;NL-0779-510004;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herstellen en verbeteren Marktkazerne Venestraat  3  Geertruidenberg 2-4-1951;1951.04.02;Herstellen en verbeteren Marktkazerne;Bouwvergunning Herstellen en verbeteren Marktkazerne Venestraat  3  Geertruidenberg 2-4-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herstellen en verbeteren Marktkazerne;NL 0779;2010;K50771752;29,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6753-01;G005-1951;Elisabethstraat;4931BD;Elisabethstraat 22 Geertruidenberg;Elisabethstraat;22;;Elisabethstraat 22;4931BD;5;1951;NL-0779-510005;Beschikking;Bouwvergunning Beschikking Plaatsen tijdelijke scheidingsmuur Elisabethstraat 22 4931BD Geertruidenberg 16-4-1951;1951.04.16;Plaatsen tijdelijke scheidingsmuur;Bouwvergunning Plaatsen tijdelijke scheidingsmuur Elisabethstraat 22 4931BD Geertruidenberg 16-4-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen tijdelijke scheidingsmuur;NL 0779;2010;K50771752;6,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6754-01;G006-1951;Dordtsestraat;4931BA;Dordtsestraat 33a Geertruidenberg;Dordtsestraat;33a;;Dordtsestraat 33a;4931BA;6;1951;NL-0779-510006;Beschikking;Bouwvergunning Beschikking Bouw woonhuis Dordtsestraat 33a  Geertruidenberg 25-5-1951;1951.05.25;Bouw woonhuis;Bouwvergunning Bouw woonhuis Dordtsestraat 33a  Geertruidenberg 25-5-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woonhuis;NL 0779;2010;K50771752;15,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6754-02;G006-1951;Dordtsestraat;4931BA;Dordtsestraat 33a Geertruidenberg;Dordtsestraat;33a;;Dordtsestraat 33a;4931BA;6;1951;NL-0779-510006;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woonhuis Dordtsestraat 33a  Geertruidenberg 25-5-1951;1951.05.25;Bouw woonhuis;Bouwvergunning Bouw woonhuis Dordtsestraat 33a  Geertruidenberg 25-5-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woonhuis;NL 0779;2010;K50771752;58,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6755-01;G007-1951;Buitenhaven;;Buitenhaven 3 Geertruidenberg;Buitenhaven;3;;Buitenhaven 3;;7;1951;NL-0779-510007;Beschikking;Bouwvergunning Beschikking Herbouwen 2 bedrijfswoningen Buitenhaven 3  Geertruidenberg 8-5-1951;1951.05.08;Herbouwen 2 bedrijfswoningen;Bouwvergunning Herbouwen 2 bedrijfswoningen Buitenhaven 3  Geertruidenberg 8-5-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen 2 bedrijfswoningen;NL 0779;2010;K50771752;13,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6755-02;G007-1951;Buitenhaven;;Buitenhaven 3 Geertruidenberg;Buitenhaven;3;;Buitenhaven 3;;7;1951;NL-0779-510007;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herbouwen 2 bedrijfswoningen Buitenhaven 3  Geertruidenberg 8-5-1951;1951.05.08;Herbouwen 2 bedrijfswoningen;Bouwvergunning Herbouwen 2 bedrijfswoningen Buitenhaven 3  Geertruidenberg 8-5-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herbouwen 2 bedrijfswoningen;NL 0779;2010;K50771752;44,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6755-03;G007-1951;Buitenhaven;;Buitenhaven 3 Geertruidenberg;Buitenhaven;3;;Buitenhaven 3;;7;1951;NL-0779-510007;Overige documenten;Bouwvergunning Overige documenten Herbouwen 2 bedrijfswoningen Buitenhaven 3  Geertruidenberg 8-5-1951;1951.05.08;Herbouwen 2 bedrijfswoningen;Bouwvergunning Herbouwen 2 bedrijfswoningen Buitenhaven 3  Geertruidenberg 8-5-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Herbouwen 2 bedrijfswoningen;NL 0779;2010;K50771752;9,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6756-01;G008-1951;Buitenhaven;;Buitenhaven 3 Geertruidenberg;Buitenhaven;3;;Buitenhaven 3;;8;1951;NL-0779-510008;Beschikking;Bouwvergunning Beschikking Plaatsen betonschutting ter afscheiding fabrieksterrein Buitenhaven 3  Geertruidenberg 25-5-1951;1951.05.25;Plaatsen betonschutting ter afscheiding fabrieksterrein;Bouwvergunning Plaatsen betonschutting ter afscheiding fabrieksterrein Buitenhaven 3  Geertruidenberg 25-5-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen betonschutting ter afscheiding fabrieksterrein;NL 0779;2010;K50771752;7,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6756-02;G008-1951;Buitenhaven;;Buitenhaven 3 Geertruidenberg;Buitenhaven;3;;Buitenhaven 3;;8;1951;NL-0779-510008;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen betonschutting ter afscheiding fabrieksterrein Buitenhaven 3  Geertruidenberg 25-5-1951;1951.05.25;Plaatsen betonschutting ter afscheiding fabrieksterrein;Bouwvergunning Plaatsen betonschutting ter afscheiding fabrieksterrein Buitenhaven 3  Geertruidenberg 25-5-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen betonschutting ter afscheiding fabrieksterrein;NL 0779;2010;K50771752;21,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6757-01;G009-1951;Elfhuizen;4931AX;Elfhuizen 9 Geertruidenberg;Elfhuizen;9;;Elfhuizen 9;4931AX;9;1951;NL-0779-510009;Beschikking;Bouwvergunning Beschikking Verbouwen woonhuis Elfhuizen 9 4931AX Geertruidenberg 16-6-1951;1951.06.16;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis Elfhuizen 9 4931AX Geertruidenberg 16-6-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woonhuis;NL 0779;2010;K50771752;4,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6757-02;G009-1951;Elfhuizen;4931AX;Elfhuizen 9 Geertruidenberg;Elfhuizen;9;;Elfhuizen 9;4931AX;9;1951;NL-0779-510009;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woonhuis Elfhuizen 9 4931AX Geertruidenberg 16-6-1951;1951.06.16;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis Elfhuizen 9 4931AX Geertruidenberg 16-6-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woonhuis;NL 0779;2010;K50771752;5,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6758-01;G010-1951;Emiliastraat;4931GC;Emiliastraat 1 Geertruidenberg;Emiliastraat;1;;Emiliastraat 1;4931GC;10;1951;NL-0779-510010;Beschikking;Bouwvergunning Beschikking Bouw 17 woonhuizen Emiliastraat 1 4931GC Geertruidenberg 9-7-1951;1951.07.09;Bouw 17 woonhuizen;Bouwvergunning Bouw 17 woonhuizen Emiliastraat 1 4931GC Geertruidenberg 9-7-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 17 woonhuizen;NL 0779;2010;K50771752;12,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6758-02;G010-1951;Emiliastraat;4931GC;Emiliastraat 1 Geertruidenberg;Emiliastraat;1;;Emiliastraat 1;4931GC;10;1951;NL-0779-510010;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 17 woonhuizen Emiliastraat 1 4931GC Geertruidenberg 9-7-1951;1951.07.09;Bouw 17 woonhuizen;Bouwvergunning Bouw 17 woonhuizen Emiliastraat 1 4931GC Geertruidenberg 9-7-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 17 woonhuizen;NL 0779;2010;K50771752;60,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6759-01;G011-1951;Doelestraat;4931CV;Doelestraat 3 Geertruidenberg;Doelestraat;3;;Doelestraat 3;4931CV;11;1951;NL-0779-510011;Beschikking;Bouwvergunning Beschikking Bouw woonhuis Doelestraat 3 4931CV Geertruidenberg 13-7-1951;1951.07.13;Bouw woonhuis;Bouwvergunning Bouw woonhuis Doelestraat 3 4931CV Geertruidenberg 13-7-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woonhuis;NL 0779;2010;K50771752;18,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6759-02;G011-1951;Doelestraat;4931CV;Doelestraat 3 Geertruidenberg;Doelestraat;3;;Doelestraat 3;4931CV;11;1951;NL-0779-510011;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woonhuis Doelestraat 3 4931CV Geertruidenberg 13-7-1951;1951.07.13;Bouw woonhuis;Bouwvergunning Bouw woonhuis Doelestraat 3 4931CV Geertruidenberg 13-7-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woonhuis;NL 0779;2010;K50771752;32,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6759-03;G011-1951;Doelestraat;4931CV;Doelestraat 3 Geertruidenberg;Doelestraat;3;;Doelestraat 3;4931CV;11;1951;NL-0779-510011;Overige documenten;Bouwvergunning Overige documenten Bouw woonhuis Doelestraat 3 4931CV Geertruidenberg 13-7-1951;1951.07.13;Bouw woonhuis;Bouwvergunning Bouw woonhuis Doelestraat 3 4931CV Geertruidenberg 13-7-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw woonhuis;NL 0779;2010;K50771752;18,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6760-01;G012-1951;Statendam;;Statendam 4 Geertruidenberg;Statendam;4;;Statendam 4;;12;1951;NL-0779-510012;Beschikking;Bouwvergunning Beschikking Bouw schaftlokaal met toiletten Statendam 4  Geertruidenberg 6-8-1951;1951.08.06;Bouw schaftlokaal met toiletten;Bouwvergunning Bouw schaftlokaal met toiletten Statendam 4  Geertruidenberg 6-8-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw schaftlokaal met toiletten;NL 0779;2010;K50771752;12,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6760-02;G012-1951;Statendam;;Statendam 4 Geertruidenberg;Statendam;4;;Statendam 4;;12;1951;NL-0779-510012;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw schaftlokaal met toiletten Statendam 4  Geertruidenberg 6-8-1951;1951.08.06;Bouw schaftlokaal met toiletten;Bouwvergunning Bouw schaftlokaal met toiletten Statendam 4  Geertruidenberg 6-8-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw schaftlokaal met toiletten;NL 0779;2010;K50771752;9,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6761-01;G013-1951;Centraleweg;4931NA;Centraleweg 13 Geertruidenberg;Centraleweg;13;;Centraleweg 13;4931NA;13;1951;NL-0779-510013;Beschikking;Bouwvergunning Beschikking Bouw loods Centraleweg 13 4931NA Geertruidenberg 22-8-1951;1951.08.22;Bouw loods;Bouwvergunning Bouw loods Centraleweg 13 4931NA Geertruidenberg 22-8-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw loods;NL 0779;2010;K50771752;11,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6761-02;G013-1951;Centraleweg;4931NA;Centraleweg 13 Geertruidenberg;Centraleweg;13;;Centraleweg 13;4931NA;13;1951;NL-0779-510013;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw loods Centraleweg 13 4931NA Geertruidenberg 22-8-1951;1951.08.22;Bouw loods;Bouwvergunning Bouw loods Centraleweg 13 4931NA Geertruidenberg 22-8-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw loods;NL 0779;2010;K50771752;9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6762-01;G014-1951;Markt;4931BR;Markt 41 Geertruidenberg;Markt;41;;Markt 41;4931BR;14;1951;NL-0779-510014;Beschikking;Bouwvergunning Beschikking Veranderen pui winkelpand Markt 41 4931BR Geertruidenberg 3-9-1951;1951.09.03;Veranderen pui winkelpand;Bouwvergunning Veranderen pui winkelpand Markt 41 4931BR Geertruidenberg 3-9-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Veranderen pui winkelpand;NL 0779;2010;K50771752;4,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6762-02;G014-1951;Markt;4931BR;Markt 41 Geertruidenberg;Markt;41;;Markt 41;4931BR;14;1951;NL-0779-510014;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Veranderen pui winkelpand Markt 41 4931BR Geertruidenberg 3-9-1951;1951.09.03;Veranderen pui winkelpand;Bouwvergunning Veranderen pui winkelpand Markt 41 4931BR Geertruidenberg 3-9-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Veranderen pui winkelpand;NL 0779;2010;K50771752;17;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6763-01;G015-1951;Gasthuiswaard;4931PD;Gasthuiswaard 1 Geertruidenberg;Gasthuiswaard;1;;Gasthuiswaard 1;4931PD;15;1951;NL-0779-510015;Beschikking;Bouwvergunning Beschikking Bouw hangar Gasthuiswaard 1 4931PD Geertruidenberg 3-9-1951;1951.09.03;Bouw hangar;Bouwvergunning Bouw hangar Gasthuiswaard 1 4931PD Geertruidenberg 3-9-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw hangar;NL 0779;2010;K50771752;8,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6763-02;G015-1951;Gasthuiswaard;4931PD;Gasthuiswaard 1 Geertruidenberg;Gasthuiswaard;1;;Gasthuiswaard 1;4931PD;15;1951;NL-0779-510015;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw hangar Gasthuiswaard 1 4931PD Geertruidenberg 3-9-1951;1951.09.03;Bouw hangar;Bouwvergunning Bouw hangar Gasthuiswaard 1 4931PD Geertruidenberg 3-9-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw hangar;NL 0779;2010;K50771752;2,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6764-01;G016-1951;Dordtsestraat;4931BA;Dordtsestraat 7 Geertruidenberg;Dordtsestraat;7;;Dordtsestraat 7;4931BA;16;1951;NL-0779-510016;Beschikking;Bouwvergunning Beschikking Ingebruikname onbewoonbaar verklaarde en ontruimde woning als pak- en bergruimte Dordtsestraat 7 4931BA Geertruidenberg 14-9-1951;1951.09.14;Ingebruikname onbewoonbaar verklaarde en ontruimde woning als pak- en bergruimte;Bouwvergunning Ingebruikname onbewoonbaar verklaarde en ontruimde woning als pak- en bergruimte Dordtsestraat 7 4931BA Geertruidenberg 14-9-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Ingebruikname onbewoonbaar verklaarde en ontruimde woning als pak- en bergruimte;NL 0779;2010;K50771752;1,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
GDB-6765-01;G017-1951;Buitenhaven;;Buitenhaven 3 Geertruidenberg;Buitenhaven;3;;Buitenhaven 3;;17;1951;NL-0779-510017;Beschikking;Bouwvergunning Beschikking Bouw achterwege gebleven 2 halve schuurtjes achter gebouwde bedrijfswoningen Buitenhaven 3  Geertruidenberg 3-9-1951;1951.09.03;Bouw achterwege gebleven 2 halve schuurtjes achter gebouwde bedrijfswoningen;Bouwvergunning Bouw achterwege gebleven 2 halve schuurtjes achter gebouwde bedrijfswoningen Buitenhaven 3  Geertruidenberg 3-9-1951;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw achterwege gebleven 2 halve schuurtjes achter gebouwde bedrijfswoningen;NL 0779;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.09;Record;Archief ;;;;
